Team Number,Country,State,City,Postal Code,State Code,fips
5806,USA,New York,Bronx,10471,NY,n36005
5809,USA,Missouri,Kansas City,64114,MO,"m29047,m29095"
5810,USA,California,Santa Fe Springs,90670,CA,c06037
5811,USA,Ohio,Dayton,45409,OH,o39113
5813,USA,New Hampshire,Concord,03301,NH,n33013
5816,USA,Florida,Orlando,32809,FL,f12095
5817,USA,California,Sanger,93657,CA,c06019
5818,USA,California,Santa Barbara,93101,CA,c06083
5822,USA,Illinois,Chicago,60608,IL,i17031
5826,USA,Wisconsin,Chippewa Falls,54729,WI,"w55017,w55035"
5827,USA,Washington,Kirkland,98033,WA,w53033
5828,USA,Georgia,Albany,31707,GA,"g13095,g13177"
5829,USA,Texas,Houston,77055,TX,t48201
5830,USA,Maryland,Gambrills,21054,MD,m24003
5835,USA,California,Newport Coast,92657,CA,c06059
5836,USA,Missouri,Saint Louis,63135,MO,m29189
5837,USA,Iowa,Waterloo,50703,IA,i19013
5840,USA,Georgia,Dawson,39842,GA,"g13037,g13095,g13177,g13273"
5841,USA,Maryland,Frederick,21701,MD,m24021
5842,USA,Florida,New Port Richey,34654,FL,f12101
5843,USA,Michigan,East China,48054,MI,m26147
5846,USA,Massachusetts,North Dartmouth,02747,MA,m25005
5847,USA,Illinois,Bradley,60915,IL,i17091
5848,USA,Georgia,Edison,39846,GA,"g13037,g13061,g13243"
5851,USA,California,Downey,90241,CA,c06037
5852,USA,California,Merced,95340,CA,c06047
5853,USA,Michigan,Ypsilanti,48197,MI,m26161
5854,USA,North Carolina,Asheville,28804,NC,n37021
5856,USA,Connecticut,Waterbury,06705,CT,c09009
5857,USA,California,Walnut,91789,CA,c06037
5858,USA,Alabama,Huntsville,35806,AL,a01089
5860,USA,Michigan,Algonac,48001,MI,m26147
5863,USA,Louisiana,Brusly,70719,LA,l22121
5866,USA,Texas,Wolfforth,79382,TX,t48303
5869,USA,California,Quartz Hill,93536,CA,"c06029,c06037"
5871,USA,Idaho,Boise,83725-1155,ID,i16001
5872,USA,Florida,Davie,33325,FL,f12011
5875,USA,Nevada,Fernley,89408,NV,"n32001,n32019"
5878,USA,Michigan,Mackinac Island,49757,MI,m26097
5881,USA,New York,Albany,12203,NY,n36001
5888,USA,Texas,Lubbock,79410,TX,t48303
5889,USA,Oklahoma,Tulsa,74114,OK,o40143
5891,USA,New York,New York,10035,NY,n36061
5892,USA,Texas,Houston,77004,TX,t48201
5894,USA,Texas,Edinburg,78541,TX,t48215
5895,USA,New Jersey,Hightstown,08520,NJ,"n34021,n34023,n34025"
5900,USA,Georgia,Dalton,30721,GA,"g13129,g13213,g13313"
5901,USA,Michigan,Detroit,48210,MI,m26163
5902,USA,New Hampshire,Portsmouth,03801,NH,n33015
5903,USA,Wisconsin,Westby,54667,WI,"w55063,w55123"
5906,USA,Nebraska,Bennington,68007,NE,"n31055,n31177"
5907,USA,Michigan,Novi,48374,MI,m26125
5908,USA,Texas,Stafford,77477,TX,"t48157,t48201"
5913,USA,Minnesota,Pequot Lakes,56472,MN,"m27021,m27035"
5914,USA,Minnesota,Caledonia,55921,MN,m27055
5915,USA,Michigan,Detroit,48216,MI,m26163
5918,USA,Missouri,Kansas City,64111,MO,m29095
5919,USA,North Carolina,Smithfield,27577,NC,n37101
5920,USA,Washington,Palouse,99161,WA,w53075
5923,USA,Texas,Angleton,77515,TX,t48039
5924,USA,California,San Francisco,94116,CA,c06075
5926,USA,Michigan,Port Huron,48060,MI,m26147
5927,USA,Michigan,Zeeland,49464,MI,"m26005,m26139"
5929,USA,Minnesota,Lake Park,56554,MN,"m27005,m27027"
5930,USA,Oklahoma,Newcastle,73065,OK,"o40051,o40087,o40109"
5933,USA,Utah,Salt Lake City,84102,UT,u49035
5934,USA,Illinois,DeKalb,60115,IL,i17037
5935,USA,Iowa,Grinnell,50112,IA,"i19099,i19157"
5937,USA,Washington,Mercer Island,98040,WA,w53033
5940,USA,California,Redwood City,94065,CA,c06081
5943,USA,New York,Carmel,10512,NY,"n36027,n36079"
5944,USA,Indiana,Mooresville,46158,IN,"i18063,i18109"
5945,USA,Maryland,Fulton,20759,MD,m24027
5949,USA,Florida,Delray Beach,33445,FL,f12099
5950,USA,Virginia,Dry Fork,24549,VA,v51143
5954,USA,Virginia,Victoria,23974,VA,v51111
5957,USA,Virginia,Newport News,23605,VA,"v51650,v51700"
5960,USA,Texas,Mission,78572,TX,t48215
5962,USA,Massachusetts,Lowell,01853,MA,m25017
5963,USA,Michigan,Grand Rapids,49504,MI,m26081
5964,USA,New York,Voorheesville,12186,NY,n36001
5965,USA,Louisiana,Marrero,70072,LA,l22051
5966,USA,California,Huntington Beach,92648,CA,c06059
5968,USA,Kansas,Manhattan,66502,KS,"k20061,k20149,k20161,k20197"
5970,USA,Oregon,Beaverton,97005,OR,o41067
5971,USA,Louisiana,Metairie,70001,LA,l22051
5973,USA,Ohio,Gates Mills,44040,OH,"o39035,o39055"
5974,USA,Utah,Salt Lake City,84123,UT,u49035
5975,USA,Oregon,Portland,97201,OR,o41051
5976,USA,Wisconsin,Waukesha,53186,WI,w55133
5977,USA,Oregon,Portland,97217,OR,o41051
5980,USA,Michigan,Grand Rapids,49506,MI,m26081
5982,USA,Michigan,Merrill,48637,MI,"m26057,m26111,m26145"
5986,USA,Texas,San Antonio,78215,TX,t48029
5989,USA,Michigan,Ewen,49925,MI,m26131
5991,USA,Minnesota,Westbrook,56183,MN,"m27033,m27101"
5992,USA,New Jersey,West Orange,07052,NJ,n34013
5997,USA,Louisiana,St. Gabriel,70776,LA,l22047
5998,USA,Minnesota,International Falls,56649,MN,m27071
5999,USA,Minnesota,Milaca,56353,MN,"m27059,m27065,m27095,m27097"
6000,USA,California,Los Angeles,90036,CA,c06037
6002,USA,Michigan,Kalamazoo,49006,MI,m26077
6004,USA,North Carolina,Smithfield,27577,NC,n37101
6005,USA,Michigan,Custer,49405,MI,m26105
6013,USA,Michigan,Detroit,48235,MI,m26163
6016,USA,New Jersey,Hackettstown,07840,NJ,"n34027,n34041"
6019,USA,Michigan,Metamora,48455,MI,"m26087,m26125"
6020,USA,Michigan,Bay City,48706,MI,m26017
6021,USA,Virginia,Sussex,23884,VA,v51183
6022,USA,Minnesota,Blooming Prairie,55917,MN,"m27039,m27047,m27099,m27147"
6023,USA,Georgia,Atlanta,30312,GA,g13121
6026,USA,Oklahoma,Broken Arrow,74012,OK,o40143
6027,USA,Ohio,Newark,43055,OH,o39089
6029,USA,Michigan,Lincoln Park,48146,MI,m26163
6032,USA,Ohio,Dayton,45449,OH,o39113
6033,USA,Michigan,Mount Pleasant,48858,MI,"m26073,m26111"
6036,USA,California,Palo Alto,94301,CA,c06085
6039,USA,California,Pebble Beach,93953,CA,c06053
6043,USA,Michigan,Allegan,49010,MI,"m26005,m26159"
6044,USA,Minnesota,Moose Lake,55767,MN,"m27017,m27115"
6045,USA,Minnesota,Sartell,56377,MN,"m27009,m27145"
6047,USA,Minnesota,Proctor,55810,MN,"m27017,m27137"
6053,USA,Michigan,Colon,49040,MI,"m26023,m26149"
6055,USA,Arkansas,Batesville,72501,AR,"a05063,a05065"
6057,USA,Michigan,Dearborn,48124,MI,m26163
6059,USA,California,Livermore,94551,CA,"c06001,c06013"
6060,USA,California,Rosamond,93560,CA,"c06029,c06037"
6065,USA,Michigan,Grand Rapids,49544,MI,"m26081,m26139"
6066,USA,Michigan,McBain,49657,MI,"m26113,m26133,m26165"
6067,USA,Michigan,Saint Charles,48655,MI,m26145
6068,USA,Mississippi,Indianola,38751,MS,"m28133,m28151"
6071,USA,Michigan,Bay City,48708,MI,"m26017,m26145"
6072,USA,California,Newport Beach,92660,CA,c06059
6073,USA,Michigan,Saginaw,48604,MI,"m26017,m26145"
6074,USA,Michigan,Roscommon,48653,MI,"m26039,m26143"
6075,USA,Michigan,Leland,49654,MI,m26089
6076,USA,Washington,Northport,99157,WA,w53065
6077,USA,Michigan,Posen,49776,MI,"m26007,m26141"
6078,USA,Michigan,Holt,48842,MI,"m26045,m26065"
6079,USA,Michigan,Powers,49874,MI,m26109
6081,USA,Michigan,Manchester,48158,MI,"m26075,m26161"
6084,USA,Ohio,Cincinnati,45224,OH,o39061
6085,USA,Michigan,Brown City,48416,MI,"m26087,m26147,m26151"
6086,USA,Michigan,Mt. Morris,48458,MI,m26049
6087,USA,Michigan,Ellsworth,49729,MI,"m26009,m26029"
6088,USA,Michigan,Stephenson,49887,MI,m26109
6089,USA,Michigan,Dearborn Heights,48125,MI,m26163
6090,USA,Michigan,Wayland,49348,MI,"m26005,m26015,m26081"
6091,USA,Michigan,Deckerville,48427,MI,m26151
6092,USA,Michigan,Quincy,49082,MI,"m26023,m26059"
6093,USA,Michigan,Sandusky,48471,MI,m26151
6094,USA,Michigan,Montague,49437,MI,"m26121,m26127"
6096,USA,Michigan,Detroit,48207,MI,m26163
6097,USA,Michigan,Brethren,49619,MI,m26101
6098,USA,Michigan,Beaver Island,49782,MI,m26029
6099,USA,Michigan,Detroit,48205,MI,m26163
6100,USA,Michigan,Morley,49336,MI,"m26107,m26117,m26123"
6101,USA,Michigan,Ann Arbor,48105,MI,m26161
6102,USA,Michigan,Blanchard,49310,MI,"m26073,m26107,m26117"
6103,USA,Louisiana,Plaquemine,70764,LA,"l22047,l22121"
6107,USA,Alabama,Huntsville,35810,AL,a01089
6111,USA,Texas,Houston,77020,TX,t48201
6112,USA,Michigan,Munising,49862,MI,m26003
6113,USA,Michigan,Menominee,49858,MI,m26109
6114,USA,Michigan,Hamilton,49419,MI,m26005
6116,USA,Michigan,Garden City,48135,MI,m26163
6117,USA,Michigan,Pontiac,48342,MI,m26125
6120,USA,Michigan,New Haven,48048,MI,m26099
6121,USA,Michigan,Grayling,49738,MI,"m26039,m26079,m26137"
6122,USA,Michigan,Bear Lake,49614,MI,m26101
6127,USA,Arizona,Bisbee,85603,AZ,a04003
6128,USA,Michigan,Hart,49420,MI,"m26105,m26127"
6129,USA,Washington,Spokane,99208,WA,w53063
6131,USA,Arkansas,North Little Rock,72118,AR,a05119
6132,USA,Minnesota,Crosby,56441,MN,m27035
6133,USA,Texas,North Richland Hills,76180,TX,t48439
6137,USA,Michigan,Constantine,49042,MI,"m26027,m26149"
6138,USA,Michigan,Centreville,49032,MI,m26149
6139,USA,Georgia,Dublin,31040,GA,g13175
6144,USA,Texas,El Paso,79903,TX,t48141
6145,USA,Florida,Crawfordville,32327,FL,"f12073,f12129"
6146,USA,Minnesota,Dawson,56232,MN,m27073
6147,USA,Minnesota,Mound,55364,MN,m27053
6150,USA,Michigan,Adrian,49221,MI,m26091
6152,USA,Michigan,DEARBORN HEIGHTS,48127,MI,m26163
6153,USA,Maine,Farmington,04938,ME,"m23007,m23025"
6155,USA,Texas,San Antonio,78201,TX,t48029
6157,USA,Kentucky,Benton,42025,KY,"k21035,k21083,k21157"
6160,USA,Minnesota,Barnum,55707,MN,m27017
6161,USA,Maine,Gray,04039,ME,m23005
6164,USA,Iowa,Dike,50624,IA,i19075
6166,USA,Wisconsin,Holmen,54636,WI,w55063
6167,USA,South Carolina,Hemingway,29554,SC,"s45041,s45043,s45089"
6171,USA,Texas,Plano,75075,TX,t48085
6172,USA,Maine,Fairfield,04937,ME,"m23011,m23025"
6174,USA,California,Winters,95694,CA,"c06095,c06113"
6175,USA,Minnesota,Eden Valley-Watkins,55329,MN,"m27093,m27145"
6177,USA,Georgia,Atlanta,30314,GA,g13121
6180,USA,Texas,Mission,78573,TX,t48215
6181,USA,Ohio,Archbold,43502,OH,"o39051,o39069,o39171"
6184,USA,Florida,Tallahassee,32308,FL,f12073
6186,USA,Arkansas,Hope,71801,AR,a05057
6189,USA,Virginia,Amelia Court House,23002,VA,"v51007,v51135"
6190,USA,Michigan,Canton,48187,MI,m26163
6193,USA,Michigan,Bay City,48708,MI,"m26017,m26145"
6194,USA,Virginia,Cumberland,23040,VA,"v51029,v51049"
6195,USA,New York,Brooklyn,11235,NY,n36047
6201,USA,Massachusetts,Somerville,02143,MA,"m25017,m25025"
6213,USA,Maryland,Bowie,20715,MD,m24033
6214,USA,North Carolina,Burgaw,28425,NC,n37141
6215,USA,North Carolina,Apex,27539,NC,n37183
6217,USA,Minnesota,Cannon Falls,55009,MN,"m27037,m27049"
6219,USA,Tennessee,Blountville,37617,TN,t47163
6220,USA,California,Los Alamitos,90720,CA,c06059
6222,USA,South Carolina,Hemingway,29554,SC,"s45041,s45043,s45089"
6223,USA,Wisconsin,Menomonee Falls,53051,WI,w55133
6224,USA,Maine,Auburn,04210,ME,m23001
6226,USA,New Jersey,Burlington,08016,NJ,n34005
6237,USA,Illinois,Neponset,61345,IL,i17011
6238,USA,California,San Jose,95113,CA,c06085
6239,USA,Maryland,Bowie,20715,MD,m24033
6240,USA,North Carolina,Warrenton,27589,NC,"n37069,n37185"
6241,USA,California,San Jose,95131,CA,c06085
6300,USA,New York,Lake Placid,12946,NY,n36031
6301,USA,Massachusetts,Taunton,02780,MA,m25005
6302,USA,Tennessee,Greeneville,37745,TN,"t47059,t47073"
6305,USA,California,Fresno,93730,CA,c06019
6312,USA,Virginia,Christchurch,23031,VA,v51119
6315,USA,Texas,Laredo,78041,TX,t48479
6317,USA,Iowa,Davenport,52804,IA,i19163
6318,USA,Wisconsin,Freedom,54130,WI,"w55009,w55015,w55087"
6321,USA,Texas,Leander,78641,TX,"t48453,t48491"
6322,USA,Florida,Orange Park,32073,FL,"f12019,f12031"
6324,USA,New Hampshire,Salem,03079,NH,n33015
6325,USA,Georgia,Alpharetta,30005,GA,"g13117,g13121"
6326,USA,Maryland,Baltimore,21202,MD,m24510
6327,USA,Pennsylvania,Prospect Park,19076,PA,p42045
6328,USA,Massachusetts,Littleton,01460,MA,"m25017,m25027"
6329,USA,Maine,Bucksport,04416,ME,m23009
6332,USA,North Carolina,Durham,27705,NC,"n37063,n37135"
6333,USA,Connecticut,Putnam,06260,CT,c09015
6334,USA,Virginia,Midlothian,23113,VA,"v51041,v51145,v51760"
6337,USA,Maine,Pittsfield,04967,ME,m23025
6340,USA,Georgia,Atlanta,30319,GA,"g13089,g13121"
6341,USA,Georgia,Acworth,30102,GA,"g13015,g13057,g13067"
6343,USA,Washington,Ridgefield,98642,WA,w53011
6344,USA,Michigan,Yale,48097,MI,"m26147,m26151"
6345,USA,Michigan,Watersmeet,49969,MI,m26053
6346,USA,Connecticut,Norwalk,06851,CT,c09001
6350,USA,Washington,Enumclaw,98022,WA,"w53033,w53053"
6352,USA,Arizona,Surprise,85382,AZ,a04013
6355,USA,Ohio,Cleveland,44130,OH,o39035
6357,USA,Texas,Dripping Springs,78620,TX,"t48031,t48209,t48453"
6358,USA,Idaho,Buhl,83316,ID,"i16047,i16083"
6359,USA,Nebraska,Aurora,68818,NE,"n31035,n31081"
6366,USA,South Carolina,Simpsonville,29681,SC,"s45045,s45059"
6367,USA,Massachusetts,Dorchester Center,02124,MA,m25025
6369,USA,Texas,McKinney,75070,TX,t48085
6372,USA,Arizona,Gilbert,85233,AZ,a04013
6377,USA,Texas,Austin,78759,TX,"t48453,t48491"
6379,USA,Iowa,Pleasant Hill,50327,IA,i19153
6381,USA,Wisconsin,Sheboygan,53083,WI,w55117
6391,USA,Missouri,Saint Louis,63122,MO,m29189
6398,USA,California,Santa Paula,93060,CA,c06111
6400,USA,Montana,Manhattan,59741,MT,"m30031,m30057"
6401,USA,New York,New City,10956,NY,n36087
6410,USA,California,Salinas,93906,CA,c06053
6411,USA,Utah,Sandy,84070,UT,u49035
6412,USA,Iowa,Cedar Rapids,52401,IA,i19113
6413,USA,Arizona,Chandler,85244,AZ,a04013
6418,USA,California,San Francisco,94122,CA,c06075
6419,USA,Iowa,West Des Moines,50265,IA,"i19153,i19181"
6420,USA,Iowa,Muscatine,52761,IA,"i19115,i19139"
6421,USA,Wisconsin,Muskego,53150,WI,"w55101,w55133"
6422,USA,New York,Rocky Point,11778,NY,n36103
6423,USA,New York,East Setauket,11733,NY,n36103
6424,USA,Missouri,Knob Noster,65336,MO,"m29101,m29159"
6425,USA,Michigan,Coldwater,49036,MI,m26023
6426,USA,North Carolina,Durham,27707,NC,"n37063,n37135"
6428,USA,Michigan,Coopersville,49404,MI,"m26121,m26139"
6442,USA,Oregon,Pendleton,97801,OR,o41059
6443,USA,Oregon,Hillsboro,97124,OR,"o41051,o41067"
6445,USA,Oregon,Salem,97301,OR,o41047
6451,USA,Indiana,Whiteland,46184,IN,i18081
6453,USA,Minnesota,Kelliher,56650,MN,m27007
6455,USA,Iowa,Waterloo,50701,IA,i19013
6463,USA,New York,Port Ewen,12466,NY,n36111
6464,USA,Oklahoma,Seminole,74868,OK,o40133
6465,USA,Oregon,Bend,97703,OR,o41017
6471,USA,Georgia,Leesburg,31763,GA,"g13095,g13177"
6473,USA,Florida,Orlando,32808,FL,f12095
6474,USA,California,Fairfield,94533,CA,c06095
6479,USA,Arizona,Tempe,85284,AZ,a04013
6484,USA,New York,Greenwich,12834,NY,n36115
6488,USA,Texas,Houston,77084,TX,t48201
6489,USA,Louisiana,Zachary,70791,LA,"l22033,l22037"
6490,USA,New York,Geneva,14456,NY,"n36069,n36099,n36123"
6492,USA,Arkansas,Pangburn,72121,AR,"a05023,a05145"
6498,USA,Indiana,Newburgh,47630,IN,i18173
6499,USA,California,Orange,92867,CA,c06059
6500,USA,North Carolina,Raleigh,27615,NC,n37183
6502,USA,North Carolina,Durham,27705,NC,"n37063,n37135"
6503,USA,Washington,Seattle,98122,WA,w53033
6504,USA,Virginia,Falls Church,22042,VA,"v51059,v51610"
6506,USA,California,Salinas,93901,CA,c06053
6512,USA,North Carolina,Bolivia,28422,NC,n37019
6515,USA,California,Calexico,92231,CA,c06025
6517,USA,Tennessee,Knoxville,37920,TN,"t47009,t47093,t47155"
6519,USA,Nevada,Las Vegas,89113,NV,n32003
6526,USA,Texas,Garland,75040,TX,t48113
6527,USA,Florida,Lake Mary,32746,FL,f12117
6528,USA,Michigan,Gibraltar,48173,MI,m26163
6529,USA,Massachusetts,Roxbury Crossing,02120,MA,m25025
6530,USA,Arizona,Phoenix,85020,AZ,a04013
6532,USA,Michigan,Detroit,48201,MI,m26163
6533,USA,Michigan,Beaverton,48612,MI,"m26035,m26051,m26111"
6535,USA,California,Huntington Beach,92646,CA,c06059
6538,USA,Michigan,Ypsilanti,48197,MI,m26161
6542,USA,Kansas,Pittsburg,66762,KS,"k20021,k20037"
6543,USA,Virginia,Oakton,22124,VA,v51059
6545,USA,Michigan,Tawas City,48763,MI,"m26011,m26069"
6547,USA,Texas,Magnolia,77353,TX,t48339
6548,USA,Michigan,Perry,48872,MI,"m26065,m26093,m26155"
6550,USA,Michigan,Evart,49631,MI,"m26107,m26133"
6552,USA,Michigan,Houghton Lake,48629,MI,m26143
6553,USA,California,Oxnard,93036,CA,c06111
6556,USA,Michigan,Waldron,49288,MI,"m26059,m26091"
6557,USA,Michigan,Baraga,49908,MI,m26013
6558,USA,Michigan,Lanse,49946,MI,m26013
6560,USA,California,Irvine,92603,CA,c06059
6561,USA,Michigan,Scottville,49454,MI,m26105
6565,USA,North Carolina,Arapahoe,28510,NC,n37137
6566,USA,Michigan,Madison Heights,48071,MI,m26125
6567,USA,Michigan,Saint Clair Shores,48082,MI,m26099
6568,USA,Michigan,Decatur,49045,MI,"m26027,m26159"
6569,USA,Michigan,Ontonagon,49953,MI,m26131
6570,USA,Michigan,Ottawa Lake,49267,MI,"m26091,m26115"
6573,USA,Michigan,Alanson,49706,MI,"m26031,m26047"
6574,USA,Wisconsin,Whitewater,53190,WI,"w55055,w55105,w55127"
6580,USA,Michigan,Marshall,49068,MI,m26025
6581,USA,Michigan,Hancock,49930,MI,m26061
6582,USA,Michigan,Vestaburg,48891,MI,"m26057,m26073,m26117"
6583,USA,Michigan,Plymouth,48170,MI,"m26161,m26163"
6584,USA,Maryland,Kensington,20895,MD,m24031
6586,USA,Arkansas,Texarkana,71854,AR,a05091
6588,USA,Michigan,Lawton,49065,MI,"m26027,m26077,m26159"
6589,USA,Michigan,Bloomingdale,49026,MI,"m26005,m26159"
6590,USA,New York,Brooklyn,11208,NY,"n36047,n36081"
6591,USA,Michigan,Stockbridge,49285,MI,"m26065,m26075,m26093,m26161"
6592,USA,Michigan,Lansing,48915,MI,m26065
6593,USA,New York,Richmond Hill,11418,NY,n36081
6594,USA,Michigan,Lansing,48911,MI,"m26045,m26065"
6595,USA,Michigan,Lansing,48915,MI,m26065
6597,USA,Michigan,Saginaw,48603,MI,m26145
6599,USA,Michigan,Northport,49670,MI,m26089
6600,USA,Michigan,Baldwin,49304,MI,m26085
6610,USA,Michigan,Burton,48529,MI,m26049
6611,USA,Michigan,Au Gres,48703,MI,m26011
6612,USA,California,Antioch,94531,CA,c06013
6615,USA,Michigan,Belleville,48111,MI,"m26115,m26161,m26163"
6616,USA,Michigan,Detroit,48209,MI,m26163
6618,USA,Michigan,Flat Rock,48134,MI,"m26115,m26163"
6619,USA,California,Livermore,94550,CA,"c06001,c06085,c06099"
6620,USA,Rhode Island,North Smithfield,02876,RI,r44007
6621,USA,New York,Chatham,12037,NY,n36021
6624,USA,Wisconsin,Marinette,54143,WI,w55075
6626,USA,South Carolina,Andrews,29510,SC,"s45043,s45089"
6627,USA,Michigan,Niles,49120,MI,"m26021,m26027"
6628,USA,Minnesota,Kerkhoven,56252,MN,"m27023,m27067,m27151"
6630,USA,Iowa,La Porte City,50651,IA,"i19011,i19013,i19019,i19171"
6631,USA,Michigan,Reese,48757,MI,"m26017,m26145,m26157"
6635,USA,Michigan,Jackson,49201,MI,m26075
6636,USA,New York,Jamaica,11432,NY,n36081
6637,USA,Michigan,Carney,49812,MI,m26109
6638,USA,Michigan,Middleton,48856,MI,m26057
6639,USA,North Carolina,Hickory,28601,NC,"n37003,n37023,n37027,n37035"
6640,USA,Arkansas,Mayflower,72106,AR,"a05045,a05119"
6642,USA,Michigan,Harrison,48625,MI,"m26035,m26113"
6643,USA,Wisconsin,Racine,53405,WI,w55101
6644,USA,California,Rocklin,95765,CA,c06061
6645,USA,Texas,Crosby,77532,TX,t48201
6646,USA,Texas,Belton,76513,TX,t48027
6648,USA,New York,Ozone Park,11417,NY,"n36047,n36081"
6651,USA,Illinois,Sterling,61081,IL,"i17103,i17195"
6655,USA,Texas,Arlington,76014,TX,t48439
6656,USA,Arizona,Payson,85541,AZ,a04007
6657,USA,California,Visalia,93277,CA,c06107
6658,USA,California,Los Angeles,90041,CA,c06037
6659,USA,California,Escondido,92026,CA,c06073
6660,USA,Missouri,Saint Louis,63119,MO,"m29189,m29510"
6662,USA,California,Pleasant Hill,94523,CA,c06013
6664,USA,Texas,Pharr,78577,TX,t48215
6665,USA,California,Monterey,93940,CA,c06053
6667,USA,Pennsylvania,Chester,19013,PA,p42045
6668,USA,California,Hesperia,92345,CA,c06071
6670,USA,Wisconsin,Milwaukee,53207,WI,w55079
6672,USA,Texas,Irving,75039,TX,t48113
6674,USA,Arizona,Phoenix,85043,AZ,a04013
6677,USA,Mississippi,Pascagoula,39567,MS,m28059
6680,USA,Idaho,Pocatello,83209,ID,i16005
6682,USA,New Mexico,Alamogordo,88310,NM,n35035
6685,USA,Florida,West Palm Beach,33411,FL,f12099
6686,USA,Florida,West Palm Beach,33411,FL,f12099
6690,USA,New Hampshire,Concord,03303,NH,n33013
6691,USA,New Hampshire,Wolfeboro,03894,NH,n33003
6692,USA,California,San Bernardino,92404,CA,c06071
6695,USA,California,San Marcos,92078,CA,c06073
6696,USA,Oregon,Corbett,97019,OR,"o41005,o41051"
6704,USA,Hawaii,Honolulu,96822,HI,h15003
6705,USA,Georgia,Atlanta,30338,GA,"g13089,g13121"
6707,USA,Minnesota,Renville,56284,MN,"m27067,m27127,m27129"
6709,USA,Minnesota,Big Lake,55309,MN,m27141
6711,USA,California,Atwater,95301,CA,c06047
6712,USA,Georgia,Chatsworth,30705,GA,"g13123,g13213"
6715,USA,Georgia,Hephzibah,30815,GA,"g13033,g13245"
6716,USA,Georgia,Augusta,30904,GA,g13245
6718,USA,California,Oakland,94611,CA,"c06001,c06013"
6721,USA,Indiana,Indianapolis,46205,IN,i18097
6722,USA,Florida,New Port Richey,34653,FL,f12101
6723,USA,Massachusetts,Williamstown,01267,MA,m25003
6726,USA,North Carolina,Warrenton,27589,NC,"n37069,n37185"
6729,USA,North Carolina,Lumberton,28360,NC,n37155
6730,USA,Oklahoma,Oklahoma City,73134,OK,o40109
6731,USA,Massachusetts,Belmont,02478,MA,m25017
6732,USA,Wisconsin,Bruce,54819,WI,w55107
6733,USA,Texas,Pharr,78577,TX,t48215
6742,USA,Michigan,Westland,48185,MI,m26163
6743,USA,Florida,Fort Myers,33916,FL,f12071
6744,USA,Missouri,Saint Louis,63125,MO,"m29189,m29510"
6746,USA,New York,Syosset,11791,NY,"n36059,n36103"
6749,USA,Minnesota,Hopkins,55343,MN,m27053
6750,USA,Georgia,McDonough,30253,GA,g13151
6751,USA,Texas,Dallas,75208,TX,t48113
6753,USA,Michigan,Midland,48640,MI,m26111
6754,USA,Texas,Edinburg,78541,TX,t48215
6758,USA,Minnesota,Kasson,55944,MN,"m27039,m27109"
6762,USA,New Hampshire,Hillsborough,03244,NH,"n33011,n33019"
6763,USA,New Hampshire,Manchester,03103,NH,"n33011,n33015"
6764,USA,California,Fillmore,93015,CA,c06111
6768,USA,Texas,Denison,75020,TX,t48181
6800,USA,Texas,Austin,78750,TX,"t48453,t48491"
6802,USA,Virginia,Cedar Bluff,24609,VA,"v51167,v51185"
6804,USA,California,Livingston,95334,CA,c06047
6805,USA,Nebraska,Omaha,68114,NE,n31055
6806,USA,New York,Mineola,11501,NY,n36059
6807,USA,Wisconsin,Racine,53402,WI,w55101
6808,USA,Pennsylvania,Warminster,18974,PA,"p42017,p42091"
6809,USA,Oklahoma,Enid,73703,OK,o40047
6811,USA,Connecticut,Washington,06793,CT,c09005
6814,USA,California,Santa Rosa,95404,CA,c06097
6817,USA,Missouri,Rolla,65401,MO,"m29065,m29125,m29161"
6821,USA,California,San Bernardino,91752,CA,"c06065,c06071"
6822,USA,California,San Jose,95135,CA,c06085
6823,USA,Wisconsin,Milwaukee,53217,WI,"w55079,w55089"
6824,USA,Nevada,Las Vegas,89101,NV,n32003
6825,USA,Nevada,North Las Vegas,89084,NV,n32003
6829,USA,Georgia,Suwanee,30024,GA,"g13117,g13121,g13135"
6830,USA,Texas,Pharr,78577,TX,t48215
6831,USA,Oregon,Hood River,97031,OR,o41027
6833,USA,Arizona,Phoenix,85012,AZ,a04013
6834,USA,Ohio,Etna,43018,OH,o39089
6840,USA,Arkansas,Kirby,71950,AR,a05109
6843,USA,Missouri,Lees Summit,64064,MO,m29095
6844,USA,Utah,Provo,84604,UT,"u49049,u49051"
6845,USA,Oregon,Astoria,97103,OR,o41007
6846,USA,Tennessee,Murfreesboro,37130,TN,t47149
6850,USA,Florida,Ocala,34471,FL,f12083
6855,USA,Arkansas,Arkadelphia,71923,AR,"a05019,a05039,a05059"
6858,USA,Kentucky,Louisville,40291,KY,k21111
6860,USA,New Jersey,Paterson,07501,NJ,n34031
6861,USA,Michigan,Livonia,48154,MI,m26163
6862,USA,Michigan,Detroit,48228,MI,m26163
6863,USA,Maryland,Laurel,20723,MD,m24027
6868,USA,New York,Hilton,14468,NY,n36055
6870,USA,New York,Buffalo,14260,NY,n36029
6871,USA,Arizona,Queen Creek,85142,AZ,"a04013,a04021"
6873,USA,New York,New York,10033,NY,n36061
6877,USA,Michigan,Grand Rapids,49525,MI,m26081
6880,USA,New York,Yorktown Heights,10598,NY,"n36079,n36119"
6882,USA,Virginia,Fredericksburg,22405,VA,v51179
6883,USA,California,Santa Rosa,95409,CA,c06097
6884,USA,California,Hollister,95023,CA,"c06069,c06085"
